Gene_name	Comment	Keyword
TTC30B	Selective expression in cilia in respiratory epithelium, fallopian tube and uterus with additional cytoplasmic expression in testis.,Ciliated cells in respiratory epithelia and fallopian tube were strongly stained. Renal glomeruli showed moderate membranous staining. Hematopoietic cells exhibited strong cytoplasmic immunoreactivity. Cells in seminiferus ducts of testis and follicle cells were moderately stained. Remaining normal tissues were weakly stained or negative.,Cilia in the respiratory epithelia, fallopian tubes and epididymis were distinctly stained. A subset of cells in seminiferous ducts showed moderate cytoplasmic positivity. Remaining normal tissues were negative.<br>Mainly localized to the nucleoplasm. In addition localized to the centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome<br>Selective expression in cilia in respiratory epithelium, fallopian tube and uterus with additional cytoplasmic expression in testis.,Ciliated cells in respiratory epithelia and fallopian tube were strongly stained. Renal glomeruli showed moderate membranous staining. Hematopoietic cells exhibited strong cytoplasmic immunoreactivity. Cells in seminiferus ducts of testis and follicle cells were moderately stained. Remaining normal tissues were weakly stained or negative.,Cilia in the respiratory epithelia, fallopian tubes and epididymis were distinctly stained. A subset of cells in seminiferous ducts showed moderate cytoplasmic positivity. Remaining normal tissues were negative.<br>Mainly localized to the nucleoplasm. In addition localized to the centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
TTC39A	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
TTC6	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
TTI2	Mainly localized to the centrosome.,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome	Centrosome
TTLL4	General cytoplasmic expression, most abundant in cilia of respiratory epithelia and epididymis.,Most normal tissues showed weak to moderate cytoplasmic positivity. Cilia of respiratory epithelium and epididymis was distinctly stained.	Cilia
TTLL5	Cytoplasmic expression in several tissues, including cilia and endothelial cells.,Endothelial cells and lung alveolar cells were strongly stained. Myocytes, basal cells of squamous epithelium, renal tubules, hepatocytes, decidual cells, cilia in fallopian tube and respiratory epithelium showed moderate cytoplasmic staining with additional membranous positivity in few cases. Remaining normal tissues were weakly stained or negative.	Cilia
TTLL6	Expression in ciliated cells of respiratory epithelia and fallopian tube.,Strong staining of apical membrane was observed in ciliated cells of respiratory epithelia and fallopian tube. All other cell types were negative.	Cilia
TUBB	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB1	Most epithelia showed moderate cytoplasmic immunoreactivity, often accompanied with membranous staining or positivity of cilia. Cells of the CNS and lymphoid tissues were in general negative.,Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB2A	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB2B	Cytoplasmic expression in most tissues, most abundant in ciliated cells and peripheral nerves. ,Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB3	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB4A	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB4B	A majority of normal cells displayed moderate to strong cytoplasmic staining combined with additional membranous positivity in a few cases. Peripheral nerves and cilia of fallopian tube, endometrium and nasopharynx displayed distinct positivity. Cells of kidney, liver, muscles, and endometrial stroma were negative.,Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB6	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB8	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBB8P12	Ciliated cells in respiratory epithelium and fallopian tubes showed moderate cytoplasmic positivity. Epididymis and parts of gastrointestinal tract, neuropil, neuronal cells in hippocampus and cells in seminiferous ducts showed weak to moderate staining. Other normal tissues were mainly negative.	Cilia
TUBGCP2	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
TUBGCP4	Localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
TUBGCP5	Localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
TULP4	Most normal tissues displayed moderate to strong cytoplasmic staining. Cilia showed distinct staining. Squamous epithelia and lymphoid tissues were mainly weakly stained. Glial cells in CNS were negative.	Cilia
TWSG1	Localized to the cytosol & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
TXLNA	Mainly localized to the cytosol. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome	Centrosome
TYSND1	Mainly localized to the nucleoplasm & centrosome. In addition localized to the cytosol.,centrosome,centrosome,centrosome,centrosome	Centrosome
UACA	The small intestine was strongly stained while moderate cytoplasmic positivity was observed in ciliated cells, gastric glands, gall bladder, endocrine cells and Leydig cells. Seminiferous duct cells and a subset of neuronal cells showed moderate nuclear positivity. Remaining normal tissues were weakly stained or negative.	Cilia
UBA3	Mainly localized to the plasma membrane & cytosol. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome	Centrosome
UBE2Q1	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
UBL3	Localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
UBR4	Mainly localized to the nucleoplasm. In addition localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
UBXN11	Most normal tissues showed weak to moderate cytoplasmic positivity. Cilia in fallopian tube and respiratory epithelial cells as well as cells in exocrine pancreas and parts of the cells in duodenum were strongly stained. Lymphoid tissues and cells in CNS were generally negative.	Cilia
UBXN2A	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
UGP2	Mainly localized to the mitochondria & centrosome. In addition localized to the nucleoplasm.,centrosome,centrosome,centrosome	Centrosome
UHRF1	Nuclear positivity of varying intensity was observed in most normal cells. Thymus displayed strong nuclear staining. Additional cytoplasmic and cilia staining was observed in a few tissues. CNS was negative.	Cilia
UNC119B	Mainly expressed in fallopian tube and respiratory cilia, renal tubules and in spermatids.,Cilia in respiratory epithelial cells, endometrium and fallopian tube showed strong staining. Additional moderate to strong cytoplasmic positivity was observed in e.g. kidney, testis and gastrointestinal tract.	Cilia
UNC5CL	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
UNC79	centrosome	Centrosome
USF3	Mainly localized to the nucleoplasm & nucleoli. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
USHBP1	Distinct staining in erythrocytes, a subset of hematopoietic cells and cilium of respiratory epithelial cells and fallopian tube. Gall bladder, the intestines, renal tubules, endothelial cells, a fraction of neuronal cells and glial cells showed moderate cytoplasmic and/or membranous staining. Remaining normal tissues were negative.	Cilium
