Gene_name,row_names,Publication,Gene_ID,Pub_number
STX3,27359,Mayer et al. 2009,STX3,19
STX3,27360,Pazour et al.,STX3,21
STX3,27361,SYSCILIA Gold Standard (van Dam TJ et al.),STX3,24
STX3,27362,Liu et al.,STX3,28
STX3,27363,Mayer et al. 2008,STX3,51
STX4,27364,Mayer et al. 2009,STX4,19
STX4,27365,Mayer et al. 2008,STX4,51
STX5,27366,Gabrielle Wheway,STX5,27
STX5,27367,Geremek M. et al. 2014,STX5,42
STX6,27368,Liu et al.,STX6,28
STX7,27369,Alexander E. Ivliev et al,STX7,8
STX7,27370,Mayer et al. 2009,STX7,19
STX7,27371,Liu et al.,STX7,28
STX7,27372,Mayer et al. 2008,STX7,51
STX8,27373,Alexander E. Ivliev et al,STX8,8
STX8,27374,Liu et al.,STX8,28
STX8,27375,Nogales-Cadenas R. et al.,ENSG00000170310,46
STXBP1,27376,Alexander E. Ivliev et al,STXBP1,8
STXBP1,27377,Liu et al.,STXBP1,28
STXBP1,27378,McClintock et al.,STXBP1,29
STXBP1,27379,Nogales-Cadenas R. et al.,ENSG00000136854,46
STXBP2,27380,Liu et al.,STXBP2,28
STXBP2,27381,Marshall et al.,Stxbp2,55
STXBP4,27382,Alexander E. Ivliev et al,STXBP4,8
STXBP4,27383,Lambacher N. et al.,STXBP4,17
STXBP4,27384,Ramona A. Hoh et al.,STXBP4,31
STXBP4,27385,Marshall et al.,Stxbp4,55
STXBP5,27386,Liu et al.,STXBP5,28
STXBP5L,27387,McClintock et al.,STXBP5L,29
STYXL1,27388,Alexander E. Ivliev et al,STYXL1,8
STYXL1,27389,Ostrowski et al.,Q9Y6J8,20
STYXL1,27390,McClintock et al.,STYXL1,29
STYXL1,27391,Monika-Abedin-Sigg et al.,STYXL1,30
STYXL1,27392,Ramona A. Hoh et al.,STYXL1,31
STYXL2,9240,Karsten Boldt et al.,DUSP27,16
STYXL2,9242,Phirke et al.,DUSP27,3
SUB1,27393,Andersen et al.,SUB1,9
SUB1,27394,Andersen et al.,SUB1,9
SUB1,27395,Karsten Boldt et al.,SUB1,16
SUB1,27396,Liu et al.,SUB1,28
SUCA,27397,David U. Mick et al.,SUCA,26
SUCLA2,27398,Kilburn et al.,SUCLA2,1
SUCLA2,27399,Monika-Abedin-Sigg et al.,SUCLA2,30
SUCLG1,27400,Kilburn et al.,SUCLG1,1
SUCLG1,27401,Karsten Boldt et al.,SUCLG1,16
SUCLG1,27402,SYSCILIA Gold Standard (van Dam TJ et al.),SUCLG1,24
SUCLG1,27403,Monika-Abedin-Sigg et al.,SUCLG1,30
SUCLG1,27404,Blacque et al._xbox,F23H11.3,54
SUCLG2,27405,Monika-Abedin-Sigg et al.,SUCLG2,30
SUCNR1,27406,Gabrielle Wheway,SUCNR1,27
SUDS3,27407,Alexander E. Ivliev et al,SUDS3,8
SUFU,27408,Laurençon et al.,SUFU,7
SUFU,27409,Cilia Carta (TJP van Dam et al.),SUFU,13
SUFU,27410,GO CC Cilium,SUFU,15
SUFU,27411,SYSCILIA Gold Standard (van Dam TJ et al.),SUFU,24
SUFU,27412,David K. Breslow et al.,SUFU,25
SUFU,27413,David U. Mick et al.,SUFU,26
SUFU,27414,May et al.,Sufu,56
SUFU,27415,Breslow et al.,Sufu,58
SUGCT,19884,Liu et al.,ORF19,28
SUGCT,27416,Phirke et al.,SUGCT,3
SUGCT,27417,Ross et al.,SUGCT,22
SUGP2,27418,Geremek M. et al. 2011,SUGP2,41
SUGT1,27419,Ross et al.,SUGT1,22
SUGT1,27420,Gabrielle Wheway,SUGT1,27
SUGT1,27421,McClintock et al.,SUGT1,29
SUGT1P4-STRA6LP-CCDC180,27422,Alexander E. Ivliev et al,SUGT1P4-STRA6LP-CCDC180,8
SUGT1P4-STRA6LP-CCDC180,27423,Pazour et al.,SUGT1P4-STRA6LP-CCDC180,21
SUGT1P4-STRA6LP-CCDC180,27424,Ross et al.,SUGT1P4-STRA6LP-CCDC180,22
SULF1,27425,Li et al.,SULF1,18
SULF2,27426,Laurençon et al.,SULF2,7
SULF2,27427,Alexander E. Ivliev et al,SULF2,8
SULF2,27428,Gabrielle Wheway,SULF2,27
SULF2,27429,McClintock et al.,SULF2,29
SULT1A1,27430,Ross et al.,SULT1A1,22
SULT1A1,27431,Monika-Abedin-Sigg et al.,SULT1A1,30
SULT1A2,27432,Ross et al.,SULT1A2,22
SULT1A2,27433,Monika-Abedin-Sigg et al.,SULT1A2,30
SULT1A2,27434,Geremek M. et al. 2014,SULT1A2,42
SULT1A3,27435,Ross et al.,SULT1A3,22
SULT1A3,27436,Monika-Abedin-Sigg et al.,SULT1A3,30
SULT1A4,27437,Ross et al.,SULT1A4,22
SULT1A4,27438,Monika-Abedin-Sigg et al.,SULT1A4,30
SULT1B1,27439,Alexander E. Ivliev et al,SULT1B1,8
SULT1C2,27440,Li et al.,SULT1C2,18
SULT1C2,27441,Semil P. Choksi et al.,SULT1C2,23
SULT1C2,27442,Monika-Abedin-Sigg et al.,SULT1C2,30
SULT1C2,27443,Mayer et al. 2008,SULT1C2,51
SULT1C3,27444,Mayer et al. 2009,SULT1C3,19
SULT1C3,27445,Mayer et al. 2008,SULT1C3,51
SULT1C4,27446,Alexander E. Ivliev et al,SULT1C4,8
SULT1E1,27447,Ross et al.,SULT1E1,22
SULT2A1,27448,Blacque et al._sage,Y113G7A.11,59
SULT2B1,27449,Ross et al.,SULT2B1,22
SULT2B1,27450,Gabrielle Wheway,SULT2B1,27
SUMF1,27451,David U. Mick et al.,SUMF1,26
SUMF2,27452,Alexander E. Ivliev et al,SUMF2,8
SUMF2,27453,Gabrielle Wheway,SUMF2,27
SUMF2,27454,Nogales-Cadenas R. et al.,ENSG00000129103,46
SUMO1,27455,McClintock et al.,SUMO1,29
SUMO1,27456,Blacque et al._xbox,K12C11.2,54
SUN1,27457,Phirke et al.,SUN1,3
SUN1,27458,Laurençon et al.,SUN1,7
SUN1,27459,Alexander E. Ivliev et al,SUN1,8
SUN2,27460,Nogales-Cadenas R. et al.,ENSG00000100242,46
SUPT16H,27461,Karsten Boldt et al.,SUPT16H,16
SUPT16H,27462,Gabrielle Wheway,SUPT16H,27
SUPT20H,27463,Alexander E. Ivliev et al,SUPT20H,8
SUPT3H,27464,Laurençon et al.,SUPT3H,7
SUPT3H,27465,Ross et al.,SUPT3H,22
SUPT3H,27466,Roosing et al.,SUPT3H,57
SUPT5H,26918,David U. Mick et al.,SPT5H,26
SUPT5H,27467,Efimenko et al.,SUPT5H,2
SUPT5H,27468,Karsten Boldt et al.,SUPT5H,16
SUPT5H,27469,Gabrielle Wheway,SUPT5H,27
SUPT5H,27470,McClintock et al.,SUPT5H,29
SUPT6H,27471,Gabrielle Wheway,SUPT6H,27
SUPT7L,27472,Alexander E. Ivliev et al,SUPT7L,8
SUPT7L,27473,Ross et al.,SUPT7L,22
SUPV3L1,27474,McClintock et al.,SUPV3L1,29
SUPV3L1,27475,Marshall et al.,Supv3l1,55
SURF1,27476,Kilburn et al.,SURF1,1
SURF4,27477,Karsten Boldt et al.,SURF4,16
SURF4,27478,David U. Mick et al.,SURF4,26
SURF4,27479,Ishikawa H. et al,SURF4,48
SUSD2,27480,Mayer et al. 2009,SUSD2,19
SUSD2,27481,SYSCILIA Gold Standard (van Dam TJ et al.),SUSD2,24
SUSD2,27482,Kim J. et al.,SUSD2,44
SUSD2,27483,Blacque et al._xbox,R09E10.5,54
SUSD4,27484,Ross et al.,SUSD4,22
SUV39H2,27485,Laurençon et al.,SUV39H2,7
SUV39H2,27486,Roosing et al.,SUV39H2,57
SUZ12,27487,Alexander E. Ivliev et al,SUZ12,8
SV2A,27488,Phirke et al.,SV2A,3
SV2A,27489,Liu et al.,SV2A,28
SV2B,27490,Avidor-Reiss et al.,SV2B,4
SV2B,27491,Laurençon et al.,SV2B,7
SV2B,27492,Gabrielle Wheway,SV2B,27
SV2B,27493,Liu et al.,SV2B,28
SV2B,27494,Geremek M. et al. 2014,SV2B,42
SV2C,27495,McClintock et al.,SV2C,29
SVBP,27496,Alexander E. Ivliev et al,SVBP,8
SVBP,27497,Roosing et al.,SVBP,57
SVEP1,27498,Alexander E. Ivliev et al,SVEP1,8
SVEP1,27499,McClintock et al.,SVEP1,29
SVEP1,27500,Monika-Abedin-Sigg et al.,SVEP1,30
SVIL,27501,Alexander E. Ivliev et al,SVIL,8
SVIL,27502,Lambacher N. et al.,SVIL,17
SVIP,27503,Ross et al.,SVIP,22
SVOPL,27504,Ross et al.,SVOPL,22
SVOPL,27505,Geremek M. et al. 2014,SVOPL,42
SYAP1,27506,Laurençon et al.,SYAP1,7
SYAP1,27507,Geremek M. et al. 2011,SYAP1,41
SYBU,27508,Ross et al.,SYBU,22
SYBU,27509,Semil P. Choksi et al.,SYBU,23
SYCE2,27510,Semil P. Choksi et al.,SYCE2,23
SYCP1,27511,Efimenko et al.,SYCP1,2
SYCP2,25134,Alexander E. Ivliev et al,SCP2,8
SYCP2,25136,Kilburn et al.,SCP2,1
SYCP2,25138,Bechstedt et al.,SCP2,5
SYCP2,27512,Alexander E. Ivliev et al,SYCP2,8
SYCP3,27513,Ramona A. Hoh et al.,SYCP3,31
SYDE1,27514,Karsten Boldt et al.,SYDE1,16
SYDE1,27515,McClintock et al.,SYDE1,29
SYDE1,27516,Fritz-Laylin L.K. et Cande,SYDE1,49
SYDE2,27517,Efimenko et al.,SYDE2,2
SYK,27518,Nogales-Cadenas R. et al.,ENSG00000165025,46
SYMPK,27519,McClintock et al.,SYMPK,29
SYMPK,27520,Blacque et al._sage,F25G6.2,59
SYN1,27521,Liu et al.,SYN1,28
SYN2,27522,Liu et al.,SYN2,28
SYNC,27523,Alexander E. Ivliev et al,SYNC,8
SYNC,27524,Semil P. Choksi et al.,SYNC,23
SYNCRIP,27525,Andersen et al.,SYNCRIP,9
SYNCRIP,27526,Karsten Boldt et al.,SYNCRIP,16
SYNCRIP,27527,Semil P. Choksi et al.,SYNCRIP,23
SYNCRIP,27528,Liu et al.,SYNCRIP,28
SYNCRIP,27529,Ishikawa H. et al,SYNCRIP,48
SYNE1,27530,Efimenko et al.,SYNE1,2
SYNE1,27531,Alexander E. Ivliev et al,SYNE1,8
SYNE1,27532,Bayesian (TJP van Dam et al.),SYNE1,11
SYNE1,27533,Cilia Carta (TJP van Dam et al.),SYNE1,13
SYNE1,27534,Semil P. Choksi et al.,SYNE1,23
SYNE1,27535,SYSCILIA Gold Standard (van Dam TJ et al.),SYNE1,24
SYNE1,27536,Liu et al.,SYNE1,28
SYNE1,27537,Ramona A. Hoh et al.,SYNE1,31
SYNE1,27538,Broadhead et al.,SYNE1,32
SYNE1,27539,Stubbs J.L. et al.,SYNE1		,52
SYNE2,27540,Cilia Carta (TJP van Dam et al.),SYNE2,13
SYNE2,27541,SYSCILIA Gold Standard (van Dam TJ et al.),SYNE2,24
SYNE2,27542,Liu et al.,SYNE2,28
SYNE2,27543,Geremek M. et al. 2014,SYNE2,42
SYNJ1,27544,Liu et al.,SYNJ1,28
SYNJ2,27545,Phirke et al.,SYNJ2,3
SYNJ2BP,27546,Ross et al.,SYNJ2BP,22
SYNJ2BP-COX16,27547,Ross et al.,SYNJ2BP-COX16,22
SYNM,27548,Bechstedt et al.,SYNM,5
SYNM,27549,Hannah Müller et al.,SYNM,6
SYNM,27550,Semil P. Choksi et al.,SYNM,23
SYNM,27551,Gabrielle Wheway,SYNM,27
SYNPO2,27552,Alexander E. Ivliev et al,SYNPO2,8
SYNPO2,27553,Liu et al.,SYNPO2,28
SYP,27554,Bechstedt et al.,SYP,5
SYP,27555,Liu et al.,SYP,28
SYP,27556,McClintock et al.,SYP,29
SYP,27557,Blacque et al._xbox,F42G8.11,54
SYPL1,27558,Mayer et al. 2009,SYPL1,19
SYPL1,27559,Mayer et al. 2008,SYPL1,51
SYT1,27560,Liu et al.,SYT1,28
SYT11,27561,Marshall et al.,Syt11,55
SYT12,27562,Chen et al.,SYT12,12
SYT15,27563,Gabrielle Wheway,SYT15,27
SYT16,27564,Alexander E. Ivliev et al,SYT16,8
SYT17,27565,Gabrielle Wheway,SYT17,27
SYT17,27566,Marshall et al.,Syt17,55
SYT2,27567,Semil P. Choksi et al.,SYT2,23
SYT3,27568,Pazour et al.,SYT3,21
SYT4,27569,Bechstedt et al.,SYT4,5
SYT4,27570,Blacque et al._xbox,T23H2.2,54
SYT6,27571,Monika-Abedin-Sigg et al.,SYT6,30
SYT7,27572,Monika-Abedin-Sigg et al.,SYT7,30
SYT7,27573,Geremek M. et al. 2014,SYT7,42
SYT7,27574,Blacque et al._xbox,C08G5.4,54
SYT8,27575,Alexander E. Ivliev et al,SYT8,8
SYT8,27576,Gabrielle Wheway,SYT8,27
SYT9,27577,Gabrielle Wheway,SYT9,27
SYTC,27578,David U. Mick et al.,SYTC,26
SYTL1,27579,Alexander E. Ivliev et al,SYTL1,8
SYTL1,27580,Marshall et al.,Sytl1,55
SYTL2,27581,Alexander E. Ivliev et al,SYTL2,8
SYTL3,27582,Efimenko et al.,SYTL3,2
SYTL3,27583,Phirke et al.,SYTL3,3
SYTL3,27584,Alexander E. Ivliev et al,SYTL3,8
SYTL3,27585,Geremek M. et al. 2011,SYTL3,41
SYTL4,27586,Nogales-Cadenas R. et al.,ENSG00000102362,46
SYVN1,27587,Gabrielle Wheway,SYVN1,27
SYVN1,27588,McClintock et al.,SYVN1,29
SZT2,27589,Efimenko et al.,SZT2,2
SZT2,27590,Phirke et al.,SZT2,3
SZT2,27591,Blacque et al._xbox,F54B3.1,54
T30A1,27594,David U. Mick et al.,T30A1,26
T30A2,27595,David U. Mick et al.,T30A2,26
TAAR1,27596,Gabrielle Wheway,TAAR1,27
TAAR5,27597,Gabrielle Wheway,TAAR5,27
TAAR8,27598,Gabrielle Wheway,TAAR8,27
TAB1,27599,McClintock et al.,TAB1,29
TACC1,27600,Hannah Müller et al.,TACC1,6
TACC1,27601,Nogales-Cadenas R. et al.,ENSG00000147526,46
TACC2,27602,Hannah Müller et al.,TACC2,6
TACC2,27603,SYSCILIA Gold Standard (van Dam TJ et al.),TACC2,24
TACC2,27604,Nogales-Cadenas R. et al.,ENSG00000138162,46
TACC2,27605,Yano J. et al.,TACC2,50
TACC3,27606,Hannah Müller et al.,TACC3,6
TACC3,27607,Ross et al.,TACC3,22
TACC3,27608,Nogales-Cadenas R. et al.,ENSG00000013810,46
TACC3,27609,Marshall et al.,Tacc3,55
TACO1,27610,Liu et al.,TACO1,28
TACO1,27611,McClintock et al.,TACO1,29
TACO1,27612,Blacque et al._xbox,Y50D7A.9,54
TACR3,27613,Gabrielle Wheway,TACR3,27
TACSTD2,27614,Kim J. et al.,TACSTD2,44
TADA2B,27615,McClintock et al.,TADA2B,29
TAF11,27616,Efimenko et al.,TAF11,2
TAF11,27617,Marshall et al.,Taf11,55
TAF12,27618,Bechstedt et al.,TAF12,5
TAF13,27619,Hannah Müller et al.,TAF13,6
TAF13,27620,Laurençon et al.,TAF13,7
TAF15,27621,Phirke et al.,TAF15,3
TAF15,27622,Andersen et al.,TAF15,9
TAF15,27623,Andersen et al.,TAF15,9
TAF15,27624,May et al.,Taf15,56
TAF1B,27625,Alexander E. Ivliev et al,TAF1B,8
TAF1B,27626,Geremek M. et al. 2011,TAF1B,41
TAF1D,27627,Ross et al.,TAF1D,22
TAF2,27628,McClintock et al.,TAF2,29
TAF4,27629,Pazour et al.,TAF4,21
TAF4B,27630,Ross et al.,TAF4B,22
TAF4B,27631,Roosing et al.,TAF4B,57
TAF5,27632,McClintock et al.,TAF5,29
TAF5,27633,Blacque et al._xbox,F30F8.8,54
TAF6,27634,Alexander E. Ivliev et al,TAF6,8
TAF6L,27635,Karsten Boldt et al.,TAF6L,16
TAF7,27636,McClintock et al.,TAF7,29
TAF7,27637,Blacque et al._xbox,Y111B2A.16,54
TAF8,27638,Efimenko et al.,TAF8,2
TAF8,27639,McClintock et al.,TAF8,29
TAF9,27640,Alexander E. Ivliev et al,TAF9,8
TAF9,27641,McClintock et al.,TAF9,29
TAF9,27642,Marshall et al.,Taf9,55
TAF9B,27643,Ross et al.,TAF9B,22
TAF9B,27644,Marshall et al.,Taf9b,55
TAFA2,10842,Gabrielle Wheway,FAM19A2,27
TAFA3,10843,Semil P. Choksi et al.,FAM19A3,23
TAFA5,10844,Phirke et al.,FAM19A5,3
TAFA5,10845,Marshall et al.,Fam19a5,55
TAFAZZIN,27696,McClintock et al.,TAZ,29
TAFAZZIN,27698,Blacque et al._xbox,ZK809.2,54
TAGAP,27645,Ramona A. Hoh et al.,TAGAP,31
TAGAP,27646,Marshall et al.,Tagap,55
TAGL2,27647,David U. Mick et al.,TAGL2,26
TAGLN,27648,Monika-Abedin-Sigg et al.,TAGLN,30
TAGLN2,27649,Alexander E. Ivliev et al,TAGLN2,8
TAGLN2,27650,May et al.,Tagln2,56
TAGLN3,27651,Liu et al.,TAGLN3,28
TAGLN3,27652,Monika-Abedin-Sigg et al.,TAGLN3,30
TAL2,27653,Marshall et al.,Tal2,55
TALDO1,27654,Liu et al.,TALDO1,28
TALDO1,27655,Monika-Abedin-Sigg et al.,TALDO1,30
TAMM41,27656,Liu et al.,TAMM41,28
TAMM41,27657,McClintock et al.,TAMM41,29
TAMM41,27658,Roosing et al.,TAMM41,57
TANC1,27659,Fritz-Laylin L.K. et Cande,TANC1,49
TANC2,27660,Karsten Boldt et al.,TANC2,16
TANGO2,27661,McClintock et al.,TANGO2,29
TANGO2,27662,Blacque et al._xbox,R186.1,54
TAOK1,27663,Liu et al.,TAOK1,28
TAOK1,27664,Broadhead et al.,TAOK1,32
TAOK3,27665,Liu et al.,TAOK3,28
TAPBP,27666,Phirke et al.,TAPBP,3
TAPBPL,27667,Ross et al.,TAPBPL,22
TAPT1,27668,Alexander E. Ivliev et al,TAPT1,8
TAPT1,27669,Nogales-Cadenas R. et al.,ENSG00000169762,46
TARBP1,27670,Laurençon et al.,TARBP1,7
TARBP1,27671,Andersen et al.,NP_005637,9
TARBP2,27672,Karsten Boldt et al.,TARBP2,16
TARDBP,27673,Liu et al.,TARDBP,28
TARDBP,27674,McClintock et al.,TARDBP,29
TARS1,27675,Kilburn et al.,TARS,1
TARS1,27676,Liu et al.,TARS,28
TARS1,27677,McClintock et al.,TARS,29
TARS3,27678,Pazour et al.,TARSL2,21
TARS3,27679,Liu et al.,TARSL2,28
TAS1R1,27680,Nogales-Cadenas R. et al.,ENSG00000173662,46
TAS2R4,27681,Cilia Carta (TJP van Dam et al.),TAS2R4,13
TAS2R4,27682,GO CC Cilium,TAS2R4,15
TAS2R43,27683,Cilia Carta (TJP van Dam et al.),TAS2R43,13
TAS2R43,27684,GO CC Cilium,TAS2R43,15
TAS2R46,27685,Cilia Carta (TJP van Dam et al.),TAS2R46,13
TAS2R46,27686,GO CC Cilium,TAS2R46,15
TAS2R7,27687,Gabrielle Wheway,TAS2R7,27
TASOR,10850,Efimenko et al.,FAM208A,2
TASOR2,10851,Broadhead et al.,FAM208B,32
TASP1,27688,Alexander E. Ivliev et al,TASP1,8
TASP1,27689,Gabrielle Wheway,TASP1,27
TAT,27690,Alexander E. Ivliev et al,TAT,8
TATDN1,27691,Semil P. Choksi et al.,TATDN1,23
TATDN2,27692,McClintock et al.,TATDN2,29
TATDN3,27693,Alexander E. Ivliev et al,TATDN3,8
TAX1BP1,27694,Alexander E. Ivliev et al,TAX1BP1,8
TBA1A,27699,David U. Mick et al.,TBA1A,26
TBAL3,27700,David U. Mick et al.,TBAL3,26
TBATA,27701,Semil P. Choksi et al.,TBATA,23
TBATA,27702,Monika-Abedin-Sigg et al.,TBATA,30
TBB2A,27703,David U. Mick et al.,TBB2A,26
TBB3,27704,David U. Mick et al.,TBB3,26
TBC1D1,27705,Karsten Boldt et al.,TBC1D1,16
TBC1D1,27706,Li et al.,TBC1D1,18
TBC1D1,27707,Broadhead et al.,TBC1D1,32
TBC1D10C,27708,Gabrielle Wheway,TBC1D10C,27
TBC1D14,27709,Semil P. Choksi et al.,TBC1D14,23
TBC1D15,27710,Ross et al.,TBC1D15,22
TBC1D15,27711,McClintock et al.,TBC1D15,29
TBC1D16,27712,Bechstedt et al.,TBC1D16,5
TBC1D19,27713,Avidor-Reiss et al.,TBC1D19,4
TBC1D19,27714,Alexander E. Ivliev et al,TBC1D19,8
TBC1D19,27715,Dey G et al.,TBC1D19,14
TBC1D19,27716,Semil P. Choksi et al.,TBC1D19,23
TBC1D19,27717,McClintock et al.,TBC1D19,29
TBC1D19,27718,Roosing et al.,TBC1D19,57
TBC1D2,27719,McClintock et al.,TBC1D2,29
TBC1D20,27720,McClintock et al.,TBC1D20,29
TBC1D20,27721,Blacque et al._xbox,Y54E2A.12,54
TBC1D22B,27722,Marshall et al.,Tbc1d22b,55
TBC1D23,27723,McClintock et al.,TBC1D23,29
TBC1D23,27724,Blacque et al._xbox,F20D1.2,54
TBC1D24,27725,Ross et al.,TBC1D24,22
TBC1D25,27726,Karsten Boldt et al.,TBC1D25,16
TBC1D30,27727,Cilia Carta (TJP van Dam et al.),TBC1D30,13
TBC1D30,27728,GO CC Cilium,TBC1D30,15
TBC1D30,27729,Ross et al.,TBC1D30,22
TBC1D30,27730,SYSCILIA Gold Standard (van Dam TJ et al.),TBC1D30,24
TBC1D31,27731,Avidor-Reiss et al.,TBC1D31,4
TBC1D31,27732,Andersen et al.,NP_663622,9
TBC1D31,27733,Baron DM et al.,TBC1D31,10
TBC1D31,27734,McClintock et al.,TBC1D31,29
TBC1D31,27735,Merchant et al.,TBC1D31,35
TBC1D31,27736,Jakobsen L. et al.,TBC1D31,43
TBC1D31,27737,Nogales-Cadenas R. et al.,ENSG00000156787,46
TBC1D31,27738,Keller et al.,NP_663622.,33
TBC1D31,31127,Dey G et al.,WDR67,14
TBC1D31,31128,SYSCILIA Gold Standard (van Dam TJ et al.),WDR67,24
TBC1D32,3605,Cilia Carta (TJP van Dam et al.),C6orf170,13
TBC1D32,27739,GO CC Cilium,TBC1D32,15
TBC1D32,27740,Karsten Boldt et al.,TBC1D32,16
TBC1D32,27741,Lambacher N. et al.,TBC1D32,17
TBC1D32,27742,Semil P. Choksi et al.,TBC1D32,23
TBC1D32,27743,David K. Breslow et al.,TBC1D32,25
TBC1D32,27744,Monika-Abedin-Sigg et al.,TBC1D32,30
TBC1D32,27745,Ishikawa H. et al,TBC1D32,48
TBC1D32,27746,May et al.,Tbc1d32,56
TBC1D32,27747,Breslow et al.,Tbc1d32,58
TBC1D4,27748,Karsten Boldt et al.,TBC1D4,16
TBC1D7,27749,Cilia Carta (TJP van Dam et al.),TBC1D7,13
TBC1D7,27750,GO CC Cilium,TBC1D7,15
TBC1D7,27751,SYSCILIA Gold Standard (van Dam TJ et al.),TBC1D7,24
TBC1D8B,27752,Kilburn et al.,TBC1D8B,1
TBC1D9,27753,Laurençon et al.,TBC1D9,7
TBC1D9,27754,Nogales-Cadenas R. et al.,ENSG00000109436,46
TBCA,27755,Alexander E. Ivliev et al,TBCA,8
TBCA,27756,McClintock et al.,TBCA,29
TBCA,27757,Monika-Abedin-Sigg et al.,TBCA,30
TBCA,27758,Blacque et al._xbox,Y39G10AR.20,54
TBCB,27759,McClintock et al.,TBCB,29
TBCB,27760,Monika-Abedin-Sigg et al.,TBCB,30
TBCB,27761,Blacque et al._xbox,F53F4.3,54
TBCC,27762,Cilia Carta (TJP van Dam et al.),TBCC,13
TBCC,27763,GO CC Cilium,TBCC,15
TBCC,27764,Liu et al.,TBCC,28
TBCC,27765,Marshall et al.,Tbcc,55
TBCCD1,27766,Gabrielle Wheway,TBCCD1,27
TBCCD1,27767,Nogales-Cadenas R. et al.,ENSG00000113838,46
TBCD,27768,Karsten Boldt et al.,TBCD,16
TBCD,27769,McClintock et al.,TBCD,29
TBCD,27770,Arnaiz O. et al.,GSPATT00032005001,53
TBCE,27771,Karsten Boldt et al.,TBCE,16
TBCE,27772,Semil P. Choksi et al.,TBCE,23
TBCE,27773,SYSCILIA Gold Standard (van Dam TJ et al.),TBCE,24
TBCE,27774,McClintock et al.,TBCE,29
TBCE,27775,Blacque et al._xbox,K07H8.1,54
TBCE,27776,Arnaiz O. et al.,GSPATT00025207001,53
TBCEL,27777,Alexander E. Ivliev et al,TBCEL,8
TBCEL,27778,Ross et al.,TBCEL,22
TBCEL,27779,Nogales-Cadenas R. et al.,ENSG00000154114,46
TBK1,27780,Karsten Boldt et al.,TBK1,16
TBK1,27781,Liu et al.,TBK1,28
TBKBP1,27782,Karsten Boldt et al.,TBKBP1,16
TBL1XR1,27783,Arnaiz O. et al.,GSPATT00039708001,53
TBL2,27784,Alexander E. Ivliev et al,TBL2,8
TBL2,27785,Liu et al.,TBL2,28
TBL2,27786,McClintock et al.,TBL2,29
TBL2,27787,Blacque et al._xbox,F46C5.9,54
TBL3,27788,Pazour et al.,TBL3,21
TBL3,27789,Monika-Abedin-Sigg et al.,TBL3,30
TBL3,27790,Marshall et al.,Tbl3,55
TBP,27791,McClintock et al.,TBP,29
TBPL1,27792,Alexander E. Ivliev et al,TBPL1,8
TBPL2,27793,Blacque et al._xbox,T20B12.2,54
TBR1,27794,Karsten Boldt et al.,TBR1,16
TBRG1,27795,Fritz-Laylin L.K. et Cande,TBRG1,49
TBX1,27796,SYSCILIA Gold Standard (van Dam TJ et al.),TBX1,24
TBX1,27797,Gabrielle Wheway,TBX1,27
TBX1,27798,Marshall et al.,Tbx1,55
TBX18,27799,Nogales-Cadenas R. et al.,ENSG00000112837,46
TBX19,27800,Phirke et al.,TBX19,3
TBX19,27801,Yano J. et al.,TBX19,50
TBX19,27802,Blacque et al._xbox,T07C4.6,54
TBX2,27803,Gabrielle Wheway,TBX2,27
TBX2,27804,McClintock et al.,TBX2,29
TBX2,27805,Blacque et al._xbox,F21H11.3,54
TBX2,27806,Blacque et al._sage,F21H11.3,59
TBX20,27807,Efimenko et al.,TBX20,2
TBX20,27808,Gabrielle Wheway,TBX20,27
TBX22,27809,Alexander E. Ivliev et al,TBX22,8
TBXT,27592,Efimenko et al.,T,2
TBXT,27593,McClintock et al.,T,29
TC2N,27810,Ross et al.,TC2N,22
TCAF2,27811,Ross et al.,TCAF2,22
TCAF2P1,27812,Ross et al.,TCAF2P1,22
TCAIM,27813,Lambacher N. et al.,TCAIM,17
TCAIM,27814,Ross et al.,TCAIM,22
TCEA2,27815,Bayesian (TJP van Dam et al.),TCEA2,11
TCEA2,27816,Cilia Carta (TJP van Dam et al.),TCEA2,13
TCEA2,27817,Nogales-Cadenas R. et al.,ENSG00000171703,46
TCEA2,27818,Marshall et al.,Tcea2,55
TCEA3,27819,Ramona A. Hoh et al.,TCEA3,31
TCEAL1,27820,Alexander E. Ivliev et al,TCEAL1,8
TCEAL1,27821,Gabrielle Wheway,TCEAL1,27
TCEANC2,27822,Alexander E. Ivliev et al,TCEANC2,8
TCEANC2,27823,Roosing et al.,TCEANC2,57
TCERG1,27827,Laurençon et al.,TCERG1,7
TCERG1,27828,McClintock et al.,TCERG1,29
TCERG1,27829,Blacque et al._xbox,ZK1127.9a/d,54
TCERG1L,27830,Semil P. Choksi et al.,TCERG1L,23
TCF3,27831,McClintock et al.,TCF3,29
TCF4,27832,Andersen et al.,TCF4,9
TCF4,27833,Andersen et al.,TCF4,9
TCF4,27834,SYSCILIA Gold Standard (van Dam TJ et al.),TCF4,24
TCF7,27835,Alexander E. Ivliev et al,TCF7,8
TCF7L2,27836,McClintock et al.,TCF7L2,29
TCFL5,27837,Alexander E. Ivliev et al,TCFL5,8
TCHH,27838,Nogales-Cadenas R. et al.,ENSG00000159450,46
TCHP,27839,Andersen et al.,NP_115676,9
TCHP,27840,Karsten Boldt et al.,TCHP,16
TCHP,27841,Nogales-Cadenas R. et al.,ENSG00000139437,46
