Gene1ID	Gene1Symbol	Gene2Symbol	Gene1SpeciesName
ZDB-GENE-070912-388	vtcn1	VTCN1	Danio rerio
WBGene00013302	vti-1	VTI1A	Caenorhabditis elegans
ZDB-GENE-050809-135	vti1a	VTI1A	Danio rerio
FBgn0260862	Vti1a	VTI1A	Drosophila melanogaster
1855699	Vti1a	VTI1A	Mus musculus
S000004810	VTI1	VTI1A	Saccharomyces cerevisiae
621490	Vti1a	VTI1A	Rattus norvegicus
2323682	Vti1b	VTI1B	Rattus norvegicus
ZDB-GENE-040426-1148	vti1b	VTI1B	Danio rerio
1855688	Vti1b	VTI1B	Mus musculus
3967	Vtn	VTN	Rattus norvegicus
ZDB-GENE-041116-1	vtnb	VTN	Danio rerio
98940	Vtn	VTN	Mus musculus
1311476	Vwa1	VWA1	Rattus norvegicus
2179729	Vwa1	VWA1	Mus musculus
ZDB-GENE-030131-5921	vwa1	VWA1	Danio rerio
1562000	Vwa2	VWA2	Rattus norvegicus
2684334	Vwa2	VWA2	Mus musculus
ZDB-GENE-100302-1	vwa2	VWA2	Danio rerio
1311670	Vwa3a	VWA3A	Rattus norvegicus
3041229	Vwa3a	VWA3A	Mus musculus
ZDB-GENE-131121-527	vwa3a	VWA3A	Danio rerio
1562560	Vwa3b	VWA3B	Rattus norvegicus
1918103	Vwa3b	VWA3B	Mus musculus
ZDB-GENE-040912-181	vwa5a	VWA5A	Danio rerio
ZDB-GENE-131125-50	si:ch1073-340j19.1	VWA5A	Danio rerio
1915026	Vwa5a	VWA5A	Mus musculus
1308559	Vwa5b1	VWA5B1	Rattus norvegicus
1922968	Vwa5b1	VWA5B1	Mus musculus
ZDB-GENE-090313-299	vwa5b1	VWA5B1	Danio rerio
1564491	Vwa5b2	VWA5B2	Rattus norvegicus
2681859	Vwa5b2	VWA5B2	Mus musculus
ZDB-GENE-070912-216	vwa5b2	VWA5B2	Danio rerio
ZDB-GENE-060503-234	vwa7	VWA7	Danio rerio
1306798	Vwa7	VWA7	Mus musculus
1303137	Vwa7	VWA7	Rattus norvegicus
WBGene00008694	vwa-8	VWA8	Caenorhabditis elegans
ZDB-GENE-070912-407	vwa8	VWA8	Danio rerio
FBgn0040234	c12.2	VWA8	Drosophila melanogaster
1919008	Vwa8	VWA8	Mus musculus
1308772	Vwa8	VWA8	Rattus norvegicus
1589624	Vwc2	VWC2	Rattus norvegicus
2442987	Vwc2	VWC2	Mus musculus
ZDB-GENE-090313-315	vwc2	VWC2	Danio rerio
1565501	Vwc2l	VWC2L	Rattus norvegicus
ZDB-GENE-081104-169	vwc2l	VWC2L	Danio rerio
2444069	Vwc2l	VWC2L	Mus musculus
1919018	Vwce	VWCE	Mus musculus
1309910	Vwce	VWCE	Rattus norvegicus
ZDB-GENE-131121-540	si:dkey-30e9.7	VWDE	Danio rerio
2685313	Vwde	VWDE	Mus musculus
1561223	Vwde	VWDE	Rattus norvegicus
621759	Vwf	VWF	Rattus norvegicus
98941	Vwf	VWF	Mus musculus
FBgn0029167	Hml	VWF	Drosophila melanogaster
ZDB-GENE-070103-1	vwf	VWF	Danio rerio
1924232	Vxn	VXN	Mus musculus
1561849	Vxn	VXN	Rattus norvegicus
1562407	Wac	WAC	Rattus norvegicus
2387357	Wac	WAC	Mus musculus
FBgn0030812	wcy	WAC	Drosophila melanogaster
ZDB-GENE-030131-2624	waca	WAC	Danio rerio
WBGene00019953	wapl-1	WAPL	Caenorhabditis elegans
ZDB-GENE-131010-1	wapla	WAPL	Danio rerio
FBgn0004655	wapl	WAPL	Drosophila melanogaster
2675859	Wapl	WAPL	Mus musculus
1590924	Wapl	WAPL	Rattus norvegicus
1308278	Wars1	WARS1	Rattus norvegicus
S000005457	WRS1	WARS1	Saccharomyces cerevisiae
104630	Wars	WARS1	Mus musculus
WBGene00006945	wars-1	WARS1	Caenorhabditis elegans
ZDB-GENE-040426-1742	wars1	WARS1	Danio rerio
FBgn0010803	TrpRS	WARS1	Drosophila melanogaster
1593417	Wars2	WARS2	Rattus norvegicus
S000002676	MSW1	WARS2	Saccharomyces cerevisiae
1917810	Wars2	WARS2	Mus musculus
FBgn0036763	TrpRS-m	WARS2	Drosophila melanogaster
ZDB-GENE-050306-26	wars2	WARS2	Danio rerio
WBGene00006946	prx-10	WARS2	Caenorhabditis elegans
1563567	Was	WAS	Rattus norvegicus
S000005707	LAS17	WAS	Saccharomyces cerevisiae
105059	Was	WAS	Mus musculus
FBgn0024273	WASp	WAS	Drosophila melanogaster
ZDB-GENE-081104-419	wasa	WAS	Danio rerio
WBGene00006957	wsp-1	WAS	Caenorhabditis elegans
1561954	Wasf1	WASF1	Rattus norvegicus
1890563	Wasf1	WASF1	Mus musculus
FBgn0041781	SCAR	WASF1	Drosophila melanogaster
ZDB-GENE-070705-555	wasf1	WASF1	Danio rerio
WBGene00006958	wve-1	WASF1	Caenorhabditis elegans
1307299	Wasf2	WASF2	Rattus norvegicus
1098641	Wasf2	WASF2	Mus musculus
ZDB-GENE-040426-865	wasf2	WASF2	Danio rerio
1592807	Wasf3	WASF3	Rattus norvegicus
2658986	Wasf3	WASF3	Mus musculus
FBgn0041781	SCAR	WASF3	Drosophila melanogaster
WBGene00006958	wve-1	WASF3	Caenorhabditis elegans
ZDB-GENE-060531-55	wasf3a	WASF3	Danio rerio
WBGene00013000	ddl-2	WASH3P	Caenorhabditis elegans
ZDB-GENE-050419-138	wash1	WASHC1	Danio rerio
FBgn0033692	wash	WASHC1	Drosophila melanogaster
1916017	Washc1	WASHC1	Mus musculus
1310196	Washc1	WASHC1	Rattus norvegicus
106463	Washc2	WASHC2A	Mus musculus
735230	Washc2c	WASHC2A	Rattus norvegicus
ZDB-GENE-060825-87	washc2c	WASHC2C	Danio rerio
FBgn0034529	FAM21	WASHC2C	Drosophila melanogaster
106463	Washc2	WASHC2C	Mus musculus
735230	Washc2c	WASHC2C	Rattus norvegicus
WBGene00019125	ddl-1	WASHC3	Caenorhabditis elegans
ZDB-GENE-040426-783	washc3	WASHC3	Danio rerio
FBgn0031979	CCDC53	WASHC3	Drosophila melanogaster
1914532	Washc3	WASHC3	Mus musculus
1563761	Washc3	WASHC3	Rattus norvegicus
1309995	Washc4	WASHC4	Rattus norvegicus
2441787	Washc4	WASHC4	Mus musculus
FBgn0030739	SWIP	WASHC4	Drosophila melanogaster
ZDB-GENE-100427-4	washc4	WASHC4	Danio rerio
WBGene00013167	Y53F4B.21	WASHC4	Caenorhabditis elegans
1564420	Washc5	WASHC5	Rattus norvegicus
2146110	Washc5	WASHC5	Mus musculus
FBgn0036571	Strump	WASHC5	Drosophila melanogaster
ZDB-GENE-040426-838	washc5	WASHC5	Danio rerio
WBGene00020259	T05E7.3	WASHC5	Caenorhabditis elegans
735144	Wasl	WASL	Rattus norvegicus
1920428	Wasl	WASL	Mus musculus
WBGene00006957	wsp-1	WASL	Caenorhabditis elegans
ZDB-GENE-070209-220	wasla	WASL	Danio rerio
ZDB-GENE-040426-718	waslb	WASL	Danio rerio
ZDB-GENE-110411-49	si:ch73-290k24.6	WBP1	Danio rerio
104710	Wbp1	WBP1	Mus musculus
9309531	LOC103692173	WBP1	Rattus norvegicus
WBGene00009364	wbp-11	WBP11	Caenorhabditis elegans
FBgn0024998	CG2685	WBP11	Drosophila melanogaster
1891823	Wbp11	WBP11	Mus musculus
9435381	Wbp11l1	WBP11	Rattus norvegicus
ZDB-GENE-050522-112	wbp1lb	WBP1L	Danio rerio
107577	Wbp1l	WBP1L	Mus musculus
1305793	Wbp1l	WBP1L	Rattus norvegicus
620032	Wbp2	WBP2	Rattus norvegicus
WBGene00008404	wbp-2	WBP2	Caenorhabditis elegans
WBGene00015955	C18B2.4	WBP2	Caenorhabditis elegans
ZDB-GENE-050522-137	wbp2	WBP2	Danio rerio
FBgn0036318	Wbp2	WBP2	Drosophila melanogaster
104709	Wbp2	WBP2	Mus musculus
ZDB-GENE-030131-4012	wbp2nl	WBP2NL	Danio rerio
1921966	Wbp2nl	WBP2NL	Mus musculus
1586458	Wbp2nl	WBP2NL	Rattus norvegicus
WBGene00010159	wbp-4	WBP4	Caenorhabditis elegans
ZDB-GENE-050522-342	wbp4	WBP4	Danio rerio
FBgn0031287	CG4291	WBP4	Drosophila melanogaster
109568	Wbp4	WBP4	Mus musculus
620033	Wbp4	WBP4	Rattus norvegicus
ZDB-GENE-050320-107	wdcp	WDCP	Danio rerio
3040699	Wdcp	WDCP	Mus musculus
1563701	Wdcp	WDCP	Rattus norvegicus
1305996	Wdfy1	WDFY1	Rattus norvegicus
1916618	Wdfy1	WDFY1	Mus musculus
ZDB-GENE-041024-4	wdfy1	WDFY1	Danio rerio
1307337	Wdfy2	WDFY2	Rattus norvegicus
2442811	Wdfy2	WDFY2	Mus musculus
WBGene00008402	wdfy-2	WDFY2	Caenorhabditis elegans
ZDB-GENE-041111-211	wdfy2	WDFY2	Danio rerio
FBgn0032246	Wdfy2	WDFY2	Drosophila melanogaster
1307097	Wdfy3	WDFY3	Rattus norvegicus
S000000628	BPH1	WDFY3	Saccharomyces cerevisiae
1096875	Wdfy3	WDFY3	Mus musculus
FBgn0043362	bchs	WDFY3	Drosophila melanogaster
ZDB-GENE-070705-153	wdfy3	WDFY3	Danio rerio
WBGene00007752	wdfy-3	WDFY3	Caenorhabditis elegans
1564142	Wdfy4	WDFY4	Rattus norvegicus
S000000628	BPH1	WDFY4	Saccharomyces cerevisiae
3584510	Wdfy4	WDFY4	Mus musculus
ZDB-GENE-090313-322	wdfy4	WDFY4	Danio rerio
WBGene00008921	ctf-4	WDHD1	Caenorhabditis elegans
ZDB-GENE-030131-1665	wdhd1	WDHD1	Danio rerio
FBgn0033890	Ctf4	WDHD1	Drosophila melanogaster
2443514	Wdhd1	WDHD1	Mus musculus
S000006339	CTF4	WDHD1	Saccharomyces cerevisiae
1310200	Wdhd1	WDHD1	Rattus norvegicus
1309501	Wdpcp	WDPCP	Rattus norvegicus
2144467	Wdpcp	WDPCP	Mus musculus
FBgn0086698	frtz	WDPCP	Drosophila melanogaster
ZDB-GENE-100405-4	wdpcp	WDPCP	Danio rerio
1305789	Wdr1	WDR1	Rattus norvegicus
S000004698	AIP1	WDR1	Saccharomyces cerevisiae
1337100	Wdr1	WDR1	Mus musculus
FBgn0260049	flr	WDR1	Drosophila melanogaster
ZDB-GENE-040426-804	wdr1	WDR1	Danio rerio
WBGene00006810	unc-78	WDR1	Caenorhabditis elegans
WBGene00010685	aipl-1	WDR1	Caenorhabditis elegans
1587347	Wdr11	WDR11	Rattus norvegicus
1920230	Wdr11	WDR11	Mus musculus
ZDB-GENE-081107-28	wdr11	WDR11	Danio rerio
WBGene00022459	Y110A7A.9	WDR11	Caenorhabditis elegans
WBGene00018893	wdr-12	WDR12	Caenorhabditis elegans
ZDB-GENE-030131-371	wdr12	WDR12	Danio rerio
FBgn0032298	CG6724	WDR12	Drosophila melanogaster
1927241	Wdr12	WDR12	Mus musculus
S000005798	YTM1	WDR12	Saccharomyces cerevisiae
735072	Wdr12	WDR12	Rattus norvegicus
ZDB-GENE-050522-274	wdr13	WDR13	Danio rerio
1914661	Wdr13	WDR13	Mus musculus
1560982	Wdr13	WDR13	Rattus norvegicus
1590843	Wdr17	WDR17	Rattus norvegicus
ZDB-GENE-090313-131	wdr17	WDR17	Danio rerio
1924662	Wdr17	WDR17	Mus musculus
WBGene00004185	pro-1	WDR18	Caenorhabditis elegans
ZDB-GENE-040905-4	wdr18	WDR18	Danio rerio
FBgn0023514	CG14805	WDR18	Drosophila melanogaster
2158400	Wdr18	WDR18	Mus musculus
S000005126	IPI3	WDR18	Saccharomyces cerevisiae
1310646	Wdr18	WDR18	Rattus norvegicus
1306997	Wdr19	WDR19	Rattus norvegicus
2443231	Wdr19	WDR19	Mus musculus
FBgn0034452	Oseg6	WDR19	Drosophila melanogaster
ZDB-GENE-090313-277	wdr19	WDR19	Danio rerio
WBGene00001118	dyf-2	WDR19	Caenorhabditis elegans
WBGene00007428	wdr-20	WDR20	Caenorhabditis elegans
ZDB-GENE-120406-3	wdr20a	WDR20	Danio rerio
FBgn0039451	CG6420	WDR20	Drosophila melanogaster
1916891	Wdr20	WDR20	Mus musculus
1306499	Wdr20	WDR20	Rattus norvegicus
WBGene00021316	Y32H12A.8	WDR24	Caenorhabditis elegans
ZDB-GENE-040426-2012	wdr24	WDR24	Danio rerio
FBgn0027518	Wdr24	WDR24	Drosophila melanogaster
2446285	Wdr24	WDR24	Mus musculus
S000005498	RTC1	WDR24	Saccharomyces cerevisiae
1304803	Wdr24	WDR24	Rattus norvegicus
ZDB-GENE-120405-1	wdr25	WDR25	Danio rerio
3045255	Wdr25	WDR25	Mus musculus
1562505	Wdr25	WDR25	Rattus norvegicus
1565589	Wdr26	WDR26	Rattus norvegicus
S000000544	GID7	WDR26	Saccharomyces cerevisiae
1923825	Wdr26	WDR26	Mus musculus
FBgn0037094	CG7611	WDR26	Drosophila melanogaster
ZDB-GENE-041014-277	wdr26b	WDR26	Danio rerio
WBGene00021482	Y39H10A.6	WDR26	Caenorhabditis elegans
1309633	Wdr27	WDR27	Rattus norvegicus
ZDB-GENE-051120-93	wdr27	WDR27	Danio rerio
1918932	Wdr27	WDR27	Mus musculus
WBGene00017435	F13H8.2	WDR3	Caenorhabditis elegans
ZDB-GENE-030131-9830	wdr3	WDR3	Danio rerio
FBgn0038597	CG8064	WDR3	Drosophila melanogaster
2443143	Wdr3	WDR3	Mus musculus
S000004119	DIP2	WDR3	Saccharomyces cerevisiae
1307480	Wdr3	WDR3	Rattus norvegicus
WBGene00020231	T05A8.5	WDR31	Caenorhabditis elegans
ZDB-GENE-070705-229	si:ch73-266o15.4	WDR31	Danio rerio
1918604	Wdr31	WDR31	Mus musculus
1309367	Wdr31	WDR31	Rattus norvegicus
WBGene00011051	pfs-2	WDR33	Caenorhabditis elegans
ZDB-GENE-040924-3	wdr33	WDR33	Danio rerio
FBgn0046222	Wdr33	WDR33	Drosophila melanogaster
1921570	Wdr33	WDR33	Mus musculus
S000005261	PFS2	WDR33	Saccharomyces cerevisiae
1309230	Wdr33	WDR33	Rattus norvegicus
1564116	Wdr35	WDR35	Rattus norvegicus
1921932	Wdr35	WDR35	Mus musculus
FBgn0035264	Oseg4	WDR35	Drosophila melanogaster
ZDB-GENE-060810-148	wdr35	WDR35	Danio rerio
WBGene00016935	ifta-1	WDR35	Caenorhabditis elegans
1586463	Wdr36	WDR36	Rattus norvegicus
WBGene00012887	Y45F10D.7	WDR36	Caenorhabditis elegans
ZDB-GENE-030131-464	wdr36	WDR36	Danio rerio
FBgn0038146	CG9799	WDR36	Drosophila melanogaster
1917819	Wdr36	WDR36	Mus musculus
S000004401	UTP21	WDR36	Saccharomyces cerevisiae
1306189	Wdr37	WDR37	Rattus norvegicus
1920393	Wdr37	WDR37	Mus musculus
FBgn0038617	Wdr37	WDR37	Drosophila melanogaster
ZDB-GENE-030131-8101	wdr37	WDR37	Danio rerio
WBGene00015470	C05D2.10	WDR37	Caenorhabditis elegans
1562587	Wdr38	WDR38	Rattus norvegicus
1923896	Wdr38	WDR38	Mus musculus
ZDB-GENE-050417-160	wdr38	WDR38	Danio rerio
1585179	Wdr4	WDR4	Rattus norvegicus
S000002572	TRM82	WDR4	Saccharomyces cerevisiae
1889002	Wdr4	WDR4	Mus musculus
FBgn0029857	wuho	WDR4	Drosophila melanogaster
ZDB-GENE-060810-10	wdr4	WDR4	Danio rerio
WBGene00022420	wdr-4	WDR4	Caenorhabditis elegans
ZDB-GENE-050706-152	wdr41	WDR41	Danio rerio
2445123	Wdr41	WDR41	Mus musculus
1306363	Wdr41	WDR41	Rattus norvegicus
1565005	Wdr43	WDR43	Rattus norvegicus
S000002806	UTP5	WDR43	Saccharomyces cerevisiae
1919765	Wdr43	WDR43	Mus musculus
WBGene00020389	T10B5.3	WDR43	Caenorhabditis elegans
ZDB-GENE-021231-3	wdr43	WDR43	Danio rerio
FBgn0050349	CG30349	WDR43	Drosophila melanogaster
WBGene00006369	sym-4	WDR44	Caenorhabditis elegans
ZDB-GENE-030131-9549	wdr44	WDR44	Danio rerio
FBgn0083969	CG34133	WDR44	Drosophila melanogaster
1919654	Wdr44	WDR44	Mus musculus
S000001604	DGR2	WDR44	Saccharomyces cerevisiae
S000004708	LAF1	WDR44	Saccharomyces cerevisiae
727965	Wdr44	WDR44	Rattus norvegicus
1359718	Wdr45	WDR45	Rattus norvegicus
1859606	Wdr45	WDR45	Mus musculus
ZDB-GENE-040426-990	wdr45	WDR45	Danio rerio
WBGene00012641	epg-6	WDR45	Caenorhabditis elegans
1305141	Wdr45b	WDR45B	Rattus norvegicus
S000003455	HSV2	WDR45B	Saccharomyces cerevisiae
1914090	Wdr45b	WDR45B	Mus musculus
FBgn0037648	CG11975	WDR45B	Drosophila melanogaster
ZDB-GENE-040426-863	wdr45b	WDR45B	Danio rerio
WBGene00009211	wdr-46	WDR46	Caenorhabditis elegans
ZDB-GENE-040426-1264	wdr46	WDR46	Danio rerio
FBgn0030000	CG2260	WDR46	Drosophila melanogaster
1931871	Wdr46	WDR46	Mus musculus
S000000884	UTP7	WDR46	Saccharomyces cerevisiae
2209	Wdr46	WDR46	Rattus norvegicus
WBGene00019434	nmtn-1	WDR47	Caenorhabditis elegans
ZDB-GENE-070216-3	wdr47a	WDR47	Danio rerio
FBgn0034931	CG2812	WDR47	Drosophila melanogaster
2139593	Wdr47	WDR47	Mus musculus
1309181	Wdr47	WDR47	Rattus norvegicus
1309702	Wdr48	WDR48	Rattus norvegicus
S000005447	DUF1	WDR48	Saccharomyces cerevisiae
1914811	Wdr48	WDR48	Mus musculus
WBGene00009441	wdr-48	WDR48	Caenorhabditis elegans
ZDB-GENE-030131-6622	wdr48b	WDR48	Danio rerio
FBgn0033607	CG9062	WDR48	Drosophila melanogaster
1564622	Wdr49	WDR49	Rattus norvegicus
3645287	Wdr49	WDR49	Mus musculus
FBgn0267449	WDY	WDR49	Drosophila melanogaster
1305159	Wdr5	WDR5	Rattus norvegicus
S000000379	SWD3	WDR5	Saccharomyces cerevisiae
2155884	Wdr5	WDR5	Mus musculus
FBgn0040066	wds	WDR5	Drosophila melanogaster
ZDB-GENE-040426-2082	wdr5	WDR5	Danio rerio
WBGene00006474	wdr-5.1	WDR5	Caenorhabditis elegans
ZDB-GENE-131121-294	wdr53	WDR53	Danio rerio
1916230	Wdr53	WDR53	Mus musculus
1559546	Wdr53	WDR53	Rattus norvegicus
9477816	LOC103692166	WDR54	Rattus norvegicus
WBGene00018213	F39H12.2	WDR54	Caenorhabditis elegans
ZDB-GENE-040801-151	wdr54	WDR54	Danio rerio
1922909	Wdr54	WDR54	Mus musculus
1305640	Wdr55	WDR55	Rattus norvegicus
S000006373	JIP5	WDR55	Saccharomyces cerevisiae
WBGene00012858	Y44F5A.1	WDR55	Caenorhabditis elegans
ZDB-GENE-040924-7	wdr55	WDR55	Danio rerio
FBgn0037943	CG14722	WDR55	Drosophila melanogaster
1915186	Wdr55	WDR55	Mus musculus
ZDB-GENE-120215-187	wdr59	WDR59	Danio rerio
FBgn0032339	Wdr59	WDR59	Drosophila melanogaster
2442115	Wdr59	WDR59	Mus musculus
S000002535	MTC5	WDR59	Saccharomyces cerevisiae
1592213	Wdr59	WDR59	Rattus norvegicus
1308567	Wdr5b	WDR5B	Rattus norvegicus
1916794	Wdr5b	WDR5B	Mus musculus
WBGene00013204	Y54E5B.2	WDR6	Caenorhabditis elegans
ZDB-GENE-081104-368	wdr6	WDR6	Danio rerio
FBgn0053172	CG33172	WDR6	Drosophila melanogaster
1930140	Wdr6	WDR6	Mus musculus
S000006104	RTT10	WDR6	Saccharomyces cerevisiae
1307649	Wdr6	WDR6	Rattus norvegicus
1308228	Wdr61	WDR61	Rattus norvegicus
S000003181	SKI8	WDR61	Saccharomyces cerevisiae
1917493	Wdr61	WDR61	Mus musculus
FBgn0027524	CG3909	WDR61	Drosophila melanogaster
ZDB-GENE-040426-1851	wdr61	WDR61	Danio rerio
WBGene00008533	F02E9.10	WDR61	Caenorhabditis elegans
1306714	Wdr62	WDR62	Rattus norvegicus
1923696	Wdr62	WDR62	Mus musculus
FBgn0031374	Wdr62	WDR62	Drosophila melanogaster
ZDB-GENE-060503-291	wdr62	WDR62	Danio rerio
WBGene00019237	H24G06.1	WDR62	Caenorhabditis elegans
1591103	Wdr64	WDR64	Rattus norvegicus
1923070	Wdr64	WDR64	Mus musculus
WBGene00004314	rbc-2	WDR7	Caenorhabditis elegans
FBgn0023510	Rbcn-3B	WDR7	Drosophila melanogaster
1860197	Wdr7	WDR7	Mus musculus
619836	Wdr7	WDR7	Rattus norvegicus
WBGene00001513	gad-1	WDR70	Caenorhabditis elegans
FBgn0034908	CG5543	WDR70	Drosophila melanogaster
1921020	Wdr70	WDR70	Mus musculus
1309487	Wdr70	WDR70	Rattus norvegicus
3583957	Wdr72	WDR72	Mus musculus
1563550	Wdr72	WDR72	Rattus norvegicus
1306429	Wdr73	WDR73	Rattus norvegicus
1919218	Wdr73	WDR73	Mus musculus
ZDB-GENE-050417-126	wdr73	WDR73	Danio rerio
WBGene00011538	T06E6.1	WDR74	Caenorhabditis elegans
ZDB-GENE-060929-1138	wdr74	WDR74	Danio rerio
FBgn0284246	l(2)k09848	WDR74	Drosophila melanogaster
2147427	Wdr74	WDR74	Mus musculus
S000003079	NSA1	WDR74	Saccharomyces cerevisiae
1582881	Wdr74	WDR74	Rattus norvegicus
1564869	Wdr75	WDR75	Rattus norvegicus
S000006047	NAN1	WDR75	Saccharomyces cerevisiae
WBGene00045433	F49D11.10	WDR75	Caenorhabditis elegans
ZDB-GENE-030616-5	wdr75	WDR75	Danio rerio
FBgn0284251	l(2)05287	WDR75	Drosophila melanogaster
1920924	Wdr75	WDR75	Mus musculus
ZDB-GENE-030131-4513	wdr76	WDR76	Danio rerio
1926186	Wdr76	WDR76	Mus musculus
S000002315	CMR1	WDR76	Saccharomyces cerevisiae
1309616	Wdr76	WDR76	Rattus norvegicus
6492663	LOC100911453	WDR77	Rattus norvegicus
ZDB-GENE-040426-1417	wdr77	WDR77	Danio rerio
FBgn0003978	vls	WDR77	Drosophila melanogaster
1917715	Wdr77	WDR77	Mus musculus
1311334	Wdr81	WDR81	Rattus norvegicus
2681828	Wdr81	WDR81	Mus musculus
FBgn0032395	Wdr81	WDR81	Drosophila melanogaster
ZDB-GENE-030131-3389	wdr81	WDR81	Danio rerio
WBGene00018672	sorf-2	WDR81	Caenorhabditis elegans
1584269	Wdr82	WDR82	Rattus norvegicus
S000001501	SWD2	WDR82	Saccharomyces cerevisiae
WBGene00016374	swd-2.2	WDR82	Caenorhabditis elegans
ZDB-GENE-030131-333	wdr82	WDR82	Danio rerio
FBgn0032030	Wdr82	WDR82	Drosophila melanogaster
1924555	Wdr82	WDR82	Mus musculus
WBGene00018014	wdr-83	WDR83	Caenorhabditis elegans
ZDB-GENE-040718-126	wdr83	WDR83	Danio rerio
FBgn0028897	CG4935	WDR83	Drosophila melanogaster
1915086	Wdr83	WDR83	Mus musculus
1306947	Wdr83	WDR83	Rattus norvegicus
WBGene00019607	K10B2.4	WDR83OS	Caenorhabditis elegans
ZDB-GENE-040426-1674	wdr83os	WDR83OS	Danio rerio
FBgn0035592	CG10674	WDR83OS	Drosophila melanogaster
3041257	Wdr83os	WDR83OS	Mus musculus
1564058	Wdr83os	WDR83OS	Rattus norvegicus
FBgn0038532	CG14322	WDR86	Drosophila melanogaster
1915466	Wdr86	WDR86	Mus musculus
1566180	Wdr86	WDR86	Rattus norvegicus
2149781	4932431P20Rik	WDR87	Mus musculus
1585333	Wdr87	WDR87	Rattus norvegicus
1560122	Wdr88	WDR88	Rattus norvegicus
2686275	Wdr88	WDR88	Mus musculus
ZDB-GENE-090319-3	wdr89	WDR89	Danio rerio
FBgn0033471	CG12134	WDR89	Drosophila melanogaster
1919588	Wdr89	WDR89	Mus musculus
S000004980	YNL035C	WDR89	Saccharomyces cerevisiae
1307393	Wdr89	WDR89	Rattus norvegicus
ZDB-GENE-070424-67	wdr90	WDR90	Danio rerio
1921267	Wdr90	WDR90	Mus musculus
7520481	Wdr90	WDR90	Rattus norvegicus
WBGene00022769	sorf-1	WDR91	Caenorhabditis elegans
ZDB-GENE-050113-2	wdr91	WDR91	Danio rerio
FBgn0038672	CG6005	WDR91	Drosophila melanogaster
2141558	Wdr91	WDR91	Mus musculus
1306697	Wdr91	WDR91	Rattus norvegicus
ZDB-GENE-050417-93	wdr92	WDR92	Danio rerio
FBgn0036771	Wdr92	WDR92	Drosophila melanogaster
2144224	Wdr92	WDR92	Mus musculus
1563863	Wdr92	WDR92	Rattus norvegicus
1559862	Wdr93	WDR93	Rattus norvegicus
3646885	Wdr93	WDR93	Mus musculus
ZDB-GENE-161017-52	wdr93	WDR93	Danio rerio
1562063	Wdr97	WDR97	Rattus norvegicus
5594498	Gm35339	WDR97	Mus musculus
1359296	Wdsub1	WDSUB1	Rattus norvegicus
1919387	Wdsub1	WDSUB1	Mus musculus
ZDB-GENE-061110-97	wdsub1	WDSUB1	Danio rerio
1310362	Wdtc1	WDTC1	Rattus norvegicus
WBGene00044440	adpr-1	WDTC1	Caenorhabditis elegans
ZDB-GENE-030131-3224	wdtc1	WDTC1	Danio rerio
FBgn0000057	adp	WDTC1	Drosophila melanogaster
2685541	Wdtc1	WDTC1	Mus musculus
1307895	Wee1	WEE1	Rattus norvegicus
ZDB-GENE-030131-5268	wee1	WEE1	Danio rerio
FBgn0011737	Wee1	WEE1	Drosophila melanogaster
103075	Wee1	WEE1	Mus musculus
ZDB-GENE-030131-5682	wee2	WEE2	Danio rerio
3027899	Wee2	WEE2	Mus musculus
1587197	Wee2	WEE2	Rattus norvegicus
ZDB-GENE-070112-352	wfdc1	WFDC1	Danio rerio
1915116	Wfdc1	WFDC1	Mus musculus
68938	Wfdc1	WFDC1	Rattus norvegicus
WBGene00015620	C08G9.2	WFDC10A	Caenorhabditis elegans
FBgn0039527	CG5639	WFDC10A	Drosophila melanogaster
3616889	Wfdc10	WFDC10A	Mus musculus
1596480	Wfdc10a	WFDC10A	Rattus norvegicus
FBgn0039527	CG5639	WFDC10B	Drosophila melanogaster
WBGene00015620	C08G9.2	WFDC10B	Caenorhabditis elegans
1596469	Wfdc11	WFDC11	Rattus norvegicus
3651686	Wfdc11	WFDC11	Mus musculus
FBgn0039527	CG5639	WFDC11	Drosophila melanogaster
WBGene00015620	C08G9.2	WFDC11	Caenorhabditis elegans
1303229	Wfdc12	WFDC12	Rattus norvegicus
WBGene00015620	C08G9.2	WFDC12	Caenorhabditis elegans
FBgn0039527	CG5639	WFDC12	Drosophila melanogaster
2183434	Wfdc12	WFDC12	Mus musculus
WBGene00015620	C08G9.2	WFDC13	Caenorhabditis elegans
FBgn0039527	CG5639	WFDC13	Drosophila melanogaster
3582777	Wfdc13	WFDC13	Mus musculus
2319575	Wfdc13	WFDC13	Rattus norvegicus
628757	Wfdc2	WFDC2	Rattus norvegicus
ZDB-GENE-090313-47	wfdc2	WFDC2	Danio rerio
1914951	Wfdc2	WFDC2	Mus musculus
1913357	Wfdc21	WFDC21P	Mus musculus
WBGene00015620	C08G9.2	WFDC3	Caenorhabditis elegans
ZDB-GENE-090313-47	wfdc2	WFDC3	Danio rerio
FBgn0039527	CG5639	WFDC3	Drosophila melanogaster
1923897	Wfdc3	WFDC3	Mus musculus
1305295	Wfdc3	WFDC3	Rattus norvegicus
WBGene00015620	C08G9.2	WFDC5	Caenorhabditis elegans
FBgn0039527	CG5639	WFDC5	Drosophila melanogaster
2384800	Wfdc5	WFDC5	Mus musculus
1304986	Wfdc5	WFDC5	Rattus norvegicus
1597730	Wfdc6a	WFDC6	Rattus norvegicus
1303277	Wfdc6b	WFDC6	Rattus norvegicus
